EmployeeNumber,Age,Department,OverTime,Nivel_Risco,Probabilidade
25638,38,Research & Development,No,🟢 BAIXO,0.13394359
38266,58,Research & Development,No,🟢 BAIXO,0.13394092
36383,45,Human Resources,No,🟢 BAIXO,0.13393718
45884,58,Sales,No,🟢 BAIXO,0.13393527
29642,35,Research & Development,No,🟢 BAIXO,0.13393511
2397,58,Sales,No,🟢 BAIXO,0.13393389
37843,41,Research & Development,No,🟢 BAIXO,0.13393307
9344,45,Human Resources,No,🟢 BAIXO,0.13393013
17803,58,Sales,No,🟢 BAIXO,0.13392565
44738,34,Sales,No,🟢 BAIXO,0.13392551
42073,37,Research & Development,No,🟢 BAIXO,0.13392192
35182,28,Sales,No,🟢 BAIXO,0.13391654
49571,24,Research & Development,No,🟢 BAIXO,0.13391508
4996,36,Human Resources,No,🟢 BAIXO,0.13391496
38155,30,Research & Development,No,🟢 BAIXO,0.13391036
38055,54,Research & Development,No,🟢 BAIXO,0.13390851
38331,56,Research & Development,No,🟢 BAIXO,0.13390066
3160,38,Human Resources,No,🟢 BAIXO,0.13390048
33551,46,Sales,No,🟢 BAIXO,0.13389787
4868,21,Research & Development,No,🟢 BAIXO,0.13389146
2510,21,Research & Development,No,🟢 BAIXO,0.13388918
36051,31,Research & Development,No,🟢 BAIXO,0.13388638
33283,43,Research & Development,No,🟢 BAIXO,0.13388467
11188,59,Sales,No,🟢 BAIXO,0.1338811
42486,55,Research & Development,No,🟢 BAIXO,0.1338793
35440,48,Sales,No,🟢 BAIXO,0.13387576
34153,35,Research & Development,No,🟢 BAIXO,0.1338693
8684,23,Research & Development,No,🟢 BAIXO,0.13386928
12956,52,Sales,No,🟢 BAIXO,0.13386707
47727,47,Research & Development,No,🟢 BAIXO,0.13386333
43693,33,Research & Development,No,🟢 BAIXO,0.13385554
19444,31,Sales,No,🟢 BAIXO,0.13385367
44978,41,Sales,No,🟢 BAIXO,0.13385363
7780,55,Research & Development,No,🟢 BAIXO,0.1338494
23323,28,Research & Development,No,🟢 BAIXO,0.13384031
4505,52,Sales,No,🟢 BAIXO,0.13384028
26550,27,Research & Development,No,🟢 BAIXO,0.13383548
21519,46,Research & Development,No,🟢 BAIXO,0.13383393
19497,54,Research & Development,No,🟢 BAIXO,0.1338322
49175,22,Sales,No,🟢 BAIXO,0.1338213
42246,18,Research & Development,No,🟢 BAIXO,0.13381894
13656,34,Research & Development,No,🟢 BAIXO,0.13381694
10676,36,Sales,No,🟢 BAIXO,0.13380383
24488,44,Sales,No,🟢 BAIXO,0.13378562
17349,40,Research & Development,No,🟢 BAIXO,0.13378236
10042,54,Research & Development,No,🟢 BAIXO,0.13377747
48664,50,Research & Development,No,🟢 BAIXO,0.13376707
25592,53,Human Resources,No,🟢 BAIXO,0.13376656
42189,50,Research & Development,No,🟢 BAIXO,0.1337618
31495,23,Sales,No,🟢 BAIXO,0.13375604
34902,58,Research & Development,No,🟢 BAIXO,0.13375065
30259,34,Research & Development,No,🟢 BAIXO,0.1337381
20119,34,Sales,No,🟢 BAIXO,0.133738
47002,35,Research & Development,No,🟢 BAIXO,0.13373464
35107,28,Human Resources,No,🟢 BAIXO,0.13373426
48469,48,Research & Development,No,🟢 BAIXO,0.1337334
7808,45,Research & Development,No,🟢 BAIXO,0.1337304
34989,23,Research & Development,No,🟢 BAIXO,0.13372906
2633,58,Research & Development,No,🟢 BAIXO,0.13372655
29407,32,Sales,No,🟢 BAIXO,0.13371372
35437,58,Research & Development,No,🟢 BAIXO,0.1337136
15829,33,Sales,No,🟢 BAIXO,0.1337109
33036,23,Research & Development,No,🟢 BAIXO,0.1337086
40939,28,Sales,No,🟢 BAIXO,0.13370483
34175,46,Research & Development,No,🟢 BAIXO,0.13369907
36460,29,Research & Development,No,🟢 BAIXO,0.13369907
8509,52,Sales,No,🟢 BAIXO,0.13369873
15480,28,Research & Development,No,🟢 BAIXO,0.13368726
21908,21,Sales,No,🟢 BAIXO,0.13368613
38445,49,Sales,No,🟢 BAIXO,0.13368419
33806,48,Human Resources,No,🟢 BAIXO,0.13367827
42793,39,Sales,No,🟢 BAIXO,0.13367793
28889,35,Sales,No,🟢 BAIXO,0.13367675
31811,24,Research & Development,No,🟢 BAIXO,0.13367465
2173,32,Research & Development,No,🟢 BAIXO,0.13366742
44464,52,Research & Development,No,🟢 BAIXO,0.13366719
7800,50,Research & Development,No,🟢 BAIXO,0.13366118
22806,50,Sales,No,🟢 BAIXO,0.1336611
21187,58,Research & Development,No,🟢 BAIXO,0.13365902
41815,56,Research & Development,No,🟢 BAIXO,0.1336494
45640,28,Human Resources,No,🟢 BAIXO,0.13364889
29359,47,Research & Development,No,🟢 BAIXO,0.13364652
22326,38,Human Resources,No,🟢 BAIXO,0.13364454
29922,51,Research & Development,No,🟢 BAIXO,0.13364111
4301,34,Research & Development,No,🟢 BAIXO,0.13363901
46119,36,Research & Development,No,🟢 BAIXO,0.13363881
49378,35,Sales,No,🟢 BAIXO,0.13363552
40935,50,Sales,No,🟢 BAIXO,0.13362385
31912,34,Research & Development,No,🟢 BAIXO,0.13362277
30311,40,Research & Development,No,🟢 BAIXO,0.13361897
2215,50,Research & Development,No,🟢 BAIXO,0.13361566
37660,32,Sales,No,🟢 BAIXO,0.13360539
9898,58,Research & Development,No,🟢 BAIXO,0.13360518
775,35,Research & Development,No,🟢 BAIXO,0.13360173
2027,40,Research & Development,No,🟢 BAIXO,0.13359717
25251,54,Sales,No,🟢 BAIXO,0.13359345
32051,36,Research & Development,No,🟢 BAIXO,0.13359317
8212,54,Research & Development,No,🟢 BAIXO,0.13359171
44696,23,Research & Development,No,🟢 BAIXO,0.13358942
37983,58,Research & Development,No,🟢 BAIXO,0.13358544
13130,49,Research & Development,No,🟢 BAIXO,0.13357873
46798,45,Research & Development,No,🟢 BAIXO,0.13357446
47848,37,Research & Development,No,🟢 BAIXO,0.13356955
24637,46,Sales,No,🟢 BAIXO,0.13356933
7902,55,Sales,No,🟢 BAIXO,0.13356568
29404,48,Research & Development,No,🟢 BAIXO,0.13356468
6580,44,Research & Development,No,🟢 BAIXO,0.1335625
34519,19,Sales,No,🟢 BAIXO,0.13355747
26731,51,Human Resources,No,🟢 BAIXO,0.13354017
9823,36,Sales,No,🟢 BAIXO,0.13353863
1062,22,Research & Development,No,🟢 BAIXO,0.13353205
27741,20,Research & Development,No,🟢 BAIXO,0.13352922
33066,37,Research & Development,No,🟢 BAIXO,0.13352877
12063,18,Sales,No,🟢 BAIXO,0.13351871
28373,43,Research & Development,No,🟢 BAIXO,0.13349807
37498,19,Research & Development,No,🟢 BAIXO,0.13349228
8115,53,Research & Development,No,🟢 BAIXO,0.13349032
11731,49,Research & Development,No,🟢 BAIXO,0.13348454
36568,38,Sales,No,🟢 BAIXO,0.13348241
31907,33,Research & Development,No,🟢 BAIXO,0.13345714
20352,45,Research & Development,No,🟢 BAIXO,0.13345549
18980,22,Research & Development,No,🟢 BAIXO,0.13344912
30521,52,Research & Development,No,🟢 BAIXO,0.1334457
43681,39,Research & Development,No,🟢 BAIXO,0.13344502
9186,57,Research & Development,No,🟢 BAIXO,0.13343985
24962,37,Research & Development,No,🟢 BAIXO,0.13343789
40437,46,Sales,No,🟢 BAIXO,0.13343741
30550,57,Research & Development,No,🟢 BAIXO,0.13342877
4382,23,Research & Development,No,🟢 BAIXO,0.1334162
10923,25,Research & Development,No,🟢 BAIXO,0.13341399
24766,27,Human Resources,No,🟢 BAIXO,0.13341269
556,25,Research & Development,No,🟢 BAIXO,0.13341156
49386,20,Research & Development,No,🟢 BAIXO,0.1334039
1142,52,Sales,No,🟢 BAIXO,0.1334014
11474,54,Sales,No,🟢 BAIXO,0.13339376
44760,42,Research & Development,No,🟢 BAIXO,0.13339199
44921,26,Sales,No,🟢 BAIXO,0.1333852
11181,39,Sales,No,🟢 BAIXO,0.13338424
49614,26,Research & Development,No,🟢 BAIXO,0.13337676
10717,49,Sales,No,🟢 BAIXO,0.13337475
48355,46,Sales,No,🟢 BAIXO,0.13337418
5950,57,Research & Development,No,🟢 BAIXO,0.13336854
19262,26,Research & Development,No,🟢 BAIXO,0.13336597
44389,35,Research & Development,No,🟢 BAIXO,0.13336411
23780,58,Research & Development,No,🟢 BAIXO,0.13336203
9486,44,Research & Development,No,🟢 BAIXO,0.1333591
4688,27,Sales,No,🟢 BAIXO,0.13335474
2010,49,Research & Development,No,🟢 BAIXO,0.13334005
12853,43,Research & Development,No,🟢 BAIXO,0.13332035
29693,35,Research & Development,No,🟢 BAIXO,0.13331956
49218,31,Research & Development,No,🟢 BAIXO,0.13331442
27008,24,Sales,No,🟢 BAIXO,0.1333129
12677,31,Research & Development,No,🟢 BAIXO,0.13330321
6179,59,Research & Development,No,🟢 BAIXO,0.13330212
32407,21,Research & Development,No,🟢 BAIXO,0.13330074
46774,43,Research & Development,No,🟢 BAIXO,0.13329822
33394,32,Research & Development,No,🟢 BAIXO,0.1332977
27103,22,Research & Development,No,🟢 BAIXO,0.13329619
23932,36,Research & Development,No,🟢 BAIXO,0.13329563
49901,49,Sales,No,🟢 BAIXO,0.13329543
48945,18,Sales,No,🟢 BAIXO,0.13329479
8489,45,Research & Development,No,🟢 BAIXO,0.13329107
24641,55,Sales,No,🟢 BAIXO,0.13329001
48238,38,Research & Development,No,🟢 BAIXO,0.13328712
30257,38,Sales,No,🟢 BAIXO,0.1332852
29422,41,Human Resources,No,🟢 BAIXO,0.13327707
40831,56,Research & Development,No,🟢 BAIXO,0.13327399
10057,43,Research & Development,No,🟢 BAIXO,0.13326798
27684,50,Research & Development,No,🟢 BAIXO,0.1332664
23629,43,Research & Development,No,🟢 BAIXO,0.1332632
14609,18,Research & Development,No,🟢 BAIXO,0.13325961
11760,33,Sales,No,🟢 BAIXO,0.13324483
41182,45,Research & Development,No,🟢 BAIXO,0.13324311
47856,37,Sales,No,🟢 BAIXO,0.1332427
9269,42,Sales,No,🟢 BAIXO,0.13323922
25461,37,Sales,No,🟢 BAIXO,0.13323809
4113,46,Research & Development,No,🟢 BAIXO,0.13323048
25970,56,Research & Development,No,🟢 BAIXO,0.13323027
13481,45,Research & Development,No,🟢 BAIXO,0.13322291
15502,32,Human Resources,No,🟢 BAIXO,0.13322131
45881,40,Research & Development,No,🟢 BAIXO,0.13321683
6181,37,Research & Development,No,🟢 BAIXO,0.13321353
26912,38,Human Resources,No,🟢 BAIXO,0.13320905
15693,18,Human Resources,No,🟢 BAIXO,0.13320598
44321,53,Research & Development,No,🟢 BAIXO,0.13320011
45182,41,Sales,No,🟢 BAIXO,0.13319701
19635,30,Research & Development,No,🟢 BAIXO,0.13319103
26107,56,Research & Development,No,🟢 BAIXO,0.13318866
34402,43,Sales,No,🟢 BAIXO,0.1331863
8098,29,Sales,No,🟢 BAIXO,0.13318226
5362,23,Research & Development,No,🟢 BAIXO,0.1331717
11932,48,Human Resources,No,🟢 BAIXO,0.13316523
23507,44,Research & Development,No,🟢 BAIXO,0.13316235
38532,38,Human Resources,No,🟢 BAIXO,0.13315901
33096,18,Research & Development,No,🟢 BAIXO,0.13315651
5622,53,Sales,No,🟢 BAIXO,0.13315336
28242,58,Sales,No,🟢 BAIXO,0.13314337
28574,58,Research & Development,No,🟢 BAIXO,0.13314313
11468,52,Research & Development,No,🟢 BAIXO,0.13314061
13863,41,Research & Development,No,🟢 BAIXO,0.13313664
5640,35,Human Resources,No,🟢 BAIXO,0.13312124
14474,55,Research & Development,No,🟢 BAIXO,0.13311028
24560,37,Sales,No,🟢 BAIXO,0.13310863
44435,19,Research & Development,No,🟢 BAIXO,0.133108
8750,46,Research & Development,No,🟢 BAIXO,0.13308626
48739,18,Sales,No,🟢 BAIXO,0.13307726
24243,30,Human Resources,No,🟢 BAIXO,0.13307695
9572,43,Research & Development,No,🟢 BAIXO,0.13307089
49059,45,Research & Development,No,🟢 BAIXO,0.13306239
34951,44,Research & Development,No,🟢 BAIXO,0.13305257
47705,40,Research & Development,No,🟢 BAIXO,0.13304836
1584,44,Sales,No,🟢 BAIXO,0.1330477
32387,25,Sales,No,🟢 BAIXO,0.13304672
15195,39,Research & Development,No,🟢 BAIXO,0.13304432
48591,37,Human Resources,No,🟢 BAIXO,0.13303235
27626,51,Research & Development,No,🟢 BAIXO,0.13302886
24765,30,Sales,No,🟢 BAIXO,0.13302484
22047,31,Research & Development,No,🟢 BAIXO,0.133023
8879,23,Human Resources,No,🟢 BAIXO,0.1330167
40510,48,Sales,No,🟢 BAIXO,0.13301536
5292,48,Research & Development,No,🟢 BAIXO,0.1330134
30291,39,Sales,No,🟢 BAIXO,0.1330103
20100,21,Research & Development,No,🟢 BAIXO,0.13299784
32112,29,Research & Development,No,🟢 BAIXO,0.1329963
19686,43,Sales,No,🟢 BAIXO,0.13298485
43344,45,Sales,No,🟢 BAIXO,0.13297984
6938,25,Sales,No,🟢 BAIXO,0.13297763
35824,43,Research & Development,No,🟢 BAIXO,0.1329752
9407,43,Human Resources,No,🟢 BAIXO,0.13295962
42277,25,Research & Development,No,🟢 BAIXO,0.13295913
14830,33,Research & Development,No,🟢 BAIXO,0.1329571
39511,57,Sales,No,🟢 BAIXO,0.13295619
38361,34,Sales,No,🟢 BAIXO,0.13295619
30375,43,Sales,No,🟢 BAIXO,0.13295415
33979,39,Sales,No,🟢 BAIXO,0.1329528
13131,21,Research & Development,No,🟢 BAIXO,0.13293906
16039,33,Research & Development,No,🟢 BAIXO,0.13293082
31998,55,Sales,No,🟢 BAIXO,0.13292423
40766,20,Sales,No,🟢 BAIXO,0.13292164
12003,35,Research & Development,No,🟢 BAIXO,0.13291797
45333,23,Research & Development,No,🟢 BAIXO,0.13291661
39387,20,Sales,No,🟢 BAIXO,0.1329123
15978,48,Sales,No,🟢 BAIXO,0.13291211
46174,42,Research & Development,No,🟢 BAIXO,0.1329004
42898,55,Sales,No,🟢 BAIXO,0.13289289
26631,46,Research & Development,No,🟢 BAIXO,0.13288732
47746,19,Research & Development,No,🟢 BAIXO,0.13287218
2249,30,Research & Development,No,🟢 BAIXO,0.1328636
11569,38,Sales,No,🟢 BAIXO,0.1328627
7065,29,Sales,No,🟢 BAIXO,0.13286114
31587,18,Sales,No,🟢 BAIXO,0.13285872
26724,44,Human Resources,No,🟢 BAIXO,0.132855
30420,36,Research & Development,No,🟢 BAIXO,0.1328527
15888,28,Research & Development,No,🟢 BAIXO,0.13284847
35495,46,Research & Development,No,🟢 BAIXO,0.13284713
22045,32,Research & Development,No,🟢 BAIXO,0.1328462
5138,43,Sales,No,🟢 BAIXO,0.1328459
27487,19,Research & Development,No,🟢 BAIXO,0.13284358
47417,58,Research & Development,No,🟢 BAIXO,0.13284028
38255,46,Research & Development,No,🟢 BAIXO,0.13283485
18365,43,Sales,No,🟢 BAIXO,0.13283232
1225,27,Research & Development,No,🟢 BAIXO,0.13283204
29625,56,Research & Development,No,🟢 BAIXO,0.13282673
18582,47,Research & Development,No,🟢 BAIXO,0.13281989
29768,31,Human Resources,No,🟢 BAIXO,0.1328162
8652,45,Research & Development,No,🟢 BAIXO,0.1328068
20085,33,Research & Development,No,🟢 BAIXO,0.13280316
6323,37,Research & Development,No,🟢 BAIXO,0.13280028
46848,34,Research & Development,No,🟢 BAIXO,0.13279518
36751,53,Research & Development,No,🟢 BAIXO,0.13278756
39044,47,Research & Development,No,🟢 BAIXO,0.13278703
8155,47,Sales,No,🟢 BAIXO,0.1327823
45941,32,Research & Development,No,🟢 BAIXO,0.13277976
12756,45,Research & Development,No,🟢 BAIXO,0.13277934
3797,46,Research & Development,No,🟢 BAIXO,0.13277474
29988,32,Sales,No,🟢 BAIXO,0.13276768
3955,50,Research & Development,No,🟢 BAIXO,0.13276237
21438,19,Research & Development,No,🟢 BAIXO,0.13276216
4414,38,Research & Development,No,🟢 BAIXO,0.13275565
16485,53,Research & Development,No,🟢 BAIXO,0.13275532
24089,33,Research & Development,No,🟢 BAIXO,0.13275446
22549,43,Research & Development,No,🟢 BAIXO,0.13274866
15771,28,Research & Development,No,🟢 BAIXO,0.13274574
43149,20,Research & Development,No,🟢 BAIXO,0.13274458
5960,46,Research & Development,No,🟢 BAIXO,0.13274379
15944,34,Sales,No,🟢 BAIXO,0.13273978
16594,18,Sales,No,🟢 BAIXO,0.13273922
17565,33,Research & Development,No,🟢 BAIXO,0.13273612
35683,43,Sales,No,🟢 BAIXO,0.13273573
32315,33,Human Resources,No,🟢 BAIXO,0.13273443
21995,41,Research & Development,No,🟢 BAIXO,0.13273062
32834,46,Research & Development,No,🟢 BAIXO,0.13272972
23130,55,Sales,No,🟢 BAIXO,0.1327239
34242,34,Research & Development,No,🟢 BAIXO,0.13271575
36584,24,Research & Development,No,🟢 BAIXO,0.1327104
46538,50,Research & Development,No,🟢 BAIXO,0.1327089
30173,23,Sales,No,🟢 BAIXO,0.13270496
14012,50,Human Resources,No,🟢 BAIXO,0.13270329
545,55,Sales,No,🟢 BAIXO,0.13270293
13828,42,Research & Development,No,🟢 BAIXO,0.13269447
41136,31,Research & Development,No,🟢 BAIXO,0.13269122
24856,36,Research & Development,No,🟢 BAIXO,0.13268964
44438,58,Research & Development,No,🟢 BAIXO,0.13268934
6458,18,Research & Development,No,🟢 BAIXO,0.13268791
4886,56,Sales,No,🟢 BAIXO,0.1326832
16577,33,Research & Development,No,🟢 BAIXO,0.13268308
47968,42,Research & Development,No,🟢 BAIXO,0.13268185
8853,39,Human Resources,No,🟢 BAIXO,0.13267809
20482,37,Research & Development,No,🟢 BAIXO,0.13267374
41016,28,Research & Development,No,🟢 BAIXO,0.13267137
3120,43,Sales,No,🟢 BAIXO,0.1326685
43579,38,Research & Development,No,🟢 BAIXO,0.1326643
12618,25,Sales,No,🟢 BAIXO,0.13266061
34964,41,Human Resources,No,🟢 BAIXO,0.13265859
11844,39,Research & Development,No,🟢 BAIXO,0.13265772
17132,38,Research & Development,No,🟢 BAIXO,0.13265768
1024,41,Research & Development,No,🟢 BAIXO,0.13265377
2986,48,Research & Development,No,🟢 BAIXO,0.13265078
6568,38,Research & Development,No,🟢 BAIXO,0.132645
43532,54,Sales,No,🟢 BAIXO,0.13264199
27603,38,Sales,No,🟢 BAIXO,0.13263795
43161,26,Sales,No,🟢 BAIXO,0.13263412
24443,56,Sales,No,🟢 BAIXO,0.13261937
26032,41,Research & Development,No,🟢 BAIXO,0.13261661
28149,38,Human Resources,No,🟢 BAIXO,0.13261157
34723,57,Research & Development,No,🟢 BAIXO,0.13261147
38803,52,Human Resources,No,🟢 BAIXO,0.13260877
38350,44,Research & Development,No,🟢 BAIXO,0.13260718
47505,39,Sales,No,🟢 BAIXO,0.13260636
47472,54,Human Resources,No,🟢 BAIXO,0.13260569
31123,34,Human Resources,No,🟢 BAIXO,0.13260242
2120,18,Research & Development,No,🟢 BAIXO,0.13259885
15244,41,Research & Development,No,🟢 BAIXO,0.13259268
1126,30,Research & Development,No,🟢 BAIXO,0.13258965
21211,31,Research & Development,No,🟢 BAIXO,0.1325867
3487,45,Research & Development,No,🟢 BAIXO,0.13258575
19602,18,Research & Development,No,🟢 BAIXO,0.13258286
23725,48,Research & Development,No,🟢 BAIXO,0.13258228
30575,24,Research & Development,No,🟢 BAIXO,0.13257721
17833,29,Sales,No,🟢 BAIXO,0.13257696
41879,50,Research & Development,No,🟢 BAIXO,0.13257644
37306,44,Research & Development,No,🟢 BAIXO,0.13257621
46358,40,Research & Development,No,🟢 BAIXO,0.13257526
40255,42,Sales,No,🟢 BAIXO,0.13256314
193,49,Research & Development,No,🟢 BAIXO,0.13256174
2848,50,Human Resources,No,🟢 BAIXO,0.13256109
19473,50,Research & Development,No,🟢 BAIXO,0.13256106
18856,46,Research & Development,No,🟢 BAIXO,0.13255928
42431,39,Sales,No,🟢 BAIXO,0.13255899
12306,53,Sales,No,🟢 BAIXO,0.13255611
20305,41,Sales,No,🟢 BAIXO,0.13254601
17514,51,Research & Development,No,🟢 BAIXO,0.13253996
19637,20,Human Resources,No,🟢 BAIXO,0.13253623
24501,21,Research & Development,No,🟢 BAIXO,0.13253488
37132,38,Research & Development,No,🟢 BAIXO,0.13253227
11204,37,Research & Development,No,🟢 BAIXO,0.13252918
24827,33,Research & Development,No,🟢 BAIXO,0.13252752
26567,49,Research & Development,No,🟢 BAIXO,0.13252202
2913,52,Research & Development,No,🟢 BAIXO,0.13251463
25380,18,Human Resources,No,🟢 BAIXO,0.13251431
5544,41,Sales,No,🟢 BAIXO,0.13251406
15496,31,Research & Development,No,🟢 BAIXO,0.13251126
29104,58,Sales,No,🟢 BAIXO,0.13251118
3658,56,Research & Development,No,🟢 BAIXO,0.13250902
19089,58,Sales,No,🟢 BAIXO,0.13250433
9518,59,Research & Development,No,🟢 BAIXO,0.1324959
13555,18,Sales,No,🟢 BAIXO,0.13248979
9105,34,Research & Development,No,🟢 BAIXO,0.13248451
45464,39,Sales,No,🟢 BAIXO,0.13247718
2392,28,Research & Development,No,🟢 BAIXO,0.13247243
17723,57,Human Resources,No,🟢 BAIXO,0.13247025
31647,20,Research & Development,No,🟢 BAIXO,0.13244994
45791,38,Research & Development,No,🟢 BAIXO,0.13244842
21777,51,Research & Development,No,🟢 BAIXO,0.13244332
4239,44,Research & Development,No,🟢 BAIXO,0.13243926
39821,32,Sales,No,🟢 BAIXO,0.13243607
21865,52,Research & Development,No,🟢 BAIXO,0.13243482
19504,59,Research & Development,No,🟢 BAIXO,0.13243416
20219,39,Research & Development,No,🟢 BAIXO,0.13241921
40767,28,Research & Development,No,🟢 BAIXO,0.1324145
58,29,Research & Development,No,🟢 BAIXO,0.13241388
31768,45,Sales,No,🟢 BAIXO,0.13240962
9215,29,Sales,No,🟢 BAIXO,0.13240655
47405,58,Sales,No,🟢 BAIXO,0.1324062
39764,47,Research & Development,No,🟢 BAIXO,0.1323998
32716,29,Research & Development,No,🟢 BAIXO,0.13238926
2137,30,Research & Development,No,🟢 BAIXO,0.13238493
31672,41,Human Resources,No,🟢 BAIXO,0.13238071
33611,43,Sales,No,🟢 BAIXO,0.13237719
34040,56,Sales,No,🟢 BAIXO,0.13237514
6606,54,Research & Development,No,🟢 BAIXO,0.13237397
29808,33,Sales,No,🟢 BAIXO,0.13237028
3890,28,Sales,No,🟢 BAIXO,0.13236827
29508,35,Research & Development,No,🟢 BAIXO,0.13236597
29433,37,Research & Development,No,🟢 BAIXO,0.1323584
44158,51,Human Resources,No,🟢 BAIXO,0.13234898
5609,36,Research & Development,No,🟢 BAIXO,0.13234839
11669,46,Research & Development,No,🟢 BAIXO,0.1323474
31065,42,Research & Development,No,🟢 BAIXO,0.13234264
30867,50,Research & Development,No,🟢 BAIXO,0.1323419
35827,38,Human Resources,No,🟢 BAIXO,0.13234122
10245,39,Research & Development,No,🟢 BAIXO,0.13233775
9455,40,Research & Development,No,🟢 BAIXO,0.132337
9509,46,Research & Development,No,🟢 BAIXO,0.13233534
38617,28,Research & Development,No,🟢 BAIXO,0.1323353
44584,40,Sales,No,🟢 BAIXO,0.13233443
38906,39,Sales,No,🟢 BAIXO,0.13233273
37951,45,Sales,No,🟢 BAIXO,0.13233171
44397,39,Sales,No,🟢 BAIXO,0.13232939
23545,34,Sales,No,🟢 BAIXO,0.13232918
44602,54,Research & Development,No,🟢 BAIXO,0.13232906
46032,34,Research & Development,No,🟢 BAIXO,0.13232699
27206,49,Research & Development,No,🟢 BAIXO,0.13232519
25493,31,Sales,No,🟢 BAIXO,0.13232516
31136,50,Research & Development,No,🟢 BAIXO,0.13232273
39101,39,Research & Development,No,🟢 BAIXO,0.13231525
19046,38,Research & Development,No,🟢 BAIXO,0.13231437
34096,33,Research & Development,No,🟢 BAIXO,0.13229617
5187,51,Research & Development,No,🟢 BAIXO,0.13229026
6166,58,Sales,No,🟢 BAIXO,0.1322887
32892,40,Sales,No,🟢 BAIXO,0.13228841
24336,21,Research & Development,No,🟢 BAIXO,0.13228521
32266,41,Sales,No,🟢 BAIXO,0.13227613
39035,58,Research & Development,No,🟢 BAIXO,0.13227111
4446,33,Sales,No,🟢 BAIXO,0.13227093
18639,35,Research & Development,No,🟢 BAIXO,0.13226622
24295,36,Human Resources,No,🟢 BAIXO,0.13226138
13784,29,Research & Development,No,🟢 BAIXO,0.1322588
24514,26,Research & Development,No,🟢 BAIXO,0.13225593
16787,30,Human Resources,No,🟢 BAIXO,0.13225405
44171,34,Sales,No,🟢 BAIXO,0.13225134
47011,28,Research & Development,No,🟢 BAIXO,0.13224255
26091,24,Research & Development,No,🟢 BAIXO,0.13224247
12965,45,Research & Development,No,🟢 BAIXO,0.13223703
20151,52,Sales,No,🟢 BAIXO,0.13223559
49506,48,Research & Development,No,🟢 BAIXO,0.13222033
5372,46,Sales,No,🟢 BAIXO,0.13221575
34031,55,Sales,No,🟢 BAIXO,0.13221276
11712,49,Sales,No,🟢 BAIXO,0.13220964
41886,53,Sales,No,🟢 BAIXO,0.13220866
9762,35,Research & Development,No,🟢 BAIXO,0.1322081
22216,47,Human Resources,No,🟢 BAIXO,0.13220558
12250,18,Research & Development,No,🟢 BAIXO,0.13219722
27825,38,Research & Development,No,🟢 BAIXO,0.1321945
16272,53,Sales,No,🟢 BAIXO,0.13218944
37927,21,Sales,No,🟢 BAIXO,0.13218558
12020,44,Sales,No,🟢 BAIXO,0.13217567
39271,52,Research & Development,No,🟢 BAIXO,0.1321745
6722,41,Research & Development,No,🟢 BAIXO,0.13216767
691,33,Sales,No,🟢 BAIXO,0.13216685
16476,36,Research & Development,No,🟢 BAIXO,0.13216625
30727,57,Research & Development,No,🟢 BAIXO,0.13216032
10635,49,Sales,No,🟢 BAIXO,0.13215436
45410,24,Sales,No,🟢 BAIXO,0.13215417
28726,37,Sales,No,🟢 BAIXO,0.13214795
45506,34,Sales,No,🟢 BAIXO,0.13214651
15534,49,Research & Development,No,🟢 BAIXO,0.1321336
37310,59,Research & Development,No,🟢 BAIXO,0.13212726
14410,43,Research & Development,No,🟢 BAIXO,0.13212463
25620,32,Sales,No,🟢 BAIXO,0.13212292
26384,23,Research & Development,No,🟢 BAIXO,0.13212046
20456,21,Sales,No,🟢 BAIXO,0.13211808
26768,21,Research & Development,No,🟢 BAIXO,0.13211404
19572,38,Sales,No,🟢 BAIXO,0.13210566
28147,24,Research & Development,No,🟢 BAIXO,0.132103
42104,54,Research & Development,No,🟢 BAIXO,0.13210097
20586,50,Research & Development,No,🟢 BAIXO,0.13209613
29289,49,Sales,No,🟢 BAIXO,0.13209218
19223,51,Sales,No,🟢 BAIXO,0.13207725
36630,58,Human Resources,No,🟢 BAIXO,0.13207103
92,57,Research & Development,No,🟢 BAIXO,0.13204335
42548,46,Research & Development,No,🟢 BAIXO,0.13203816
39201,31,Sales,No,🟢 BAIXO,0.13202699
49109,40,Research & Development,No,🟢 BAIXO,0.13202594
10993,48,Sales,No,🟢 BAIXO,0.13202465
7255,43,Research & Development,No,🟢 BAIXO,0.13202415
26747,36,Research & Development,No,🟢 BAIXO,0.13202138
2127,44,Sales,No,🟢 BAIXO,0.13201874
34556,24,Research & Development,No,🟢 BAIXO,0.13201848
41158,20,Research & Development,No,🟢 BAIXO,0.13201806
17980,43,Research & Development,No,🟢 BAIXO,0.1320164
35139,21,Research & Development,No,🟢 BAIXO,0.13201626
39610,39,Research & Development,No,🟢 BAIXO,0.13200766
42887,40,Research & Development,No,🟢 BAIXO,0.13200587
29800,35,Sales,No,🟢 BAIXO,0.13200459
5743,18,Research & Development,No,🟢 BAIXO,0.13199286
41572,41,Research & Development,No,🟢 BAIXO,0.1319917
22238,41,Sales,No,🟢 BAIXO,0.13199122
8345,55,Research & Development,No,🟢 BAIXO,0.13198848
8649,36,Research & Development,No,🟢 BAIXO,0.13198599
2326,50,Research & Development,No,🟢 BAIXO,0.13198207
5014,49,Sales,No,🟢 BAIXO,0.13197707
